,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,pypi_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
46,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000,2022-01-05 19:27:44.000000,2022-01-05 19:27:44,28.0,59.0,1355.0,215.0,7500.0,2019-05-21 01:06:30,0.9.11,,,51.0,1678.0,1678.0,33.0,,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
47,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,21,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-02-03 14:11:26.000000,2022-01-28 12:30:37,823.0,48.0,266.0,2148.0,,,,,7926.0,19.0,1796.0,1796.0,105.0,https://pypi.org/project/ipyparallel,https://anaconda.org/conda-forge/ipyparallel,2021-12-23 14:25:42.627,554862.0,,,,,2.0,,,,,,,,,,,,,
48,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,142.0,45.0,175.0,1749.0,331.0,2021-11-15 23:43:33,5.2.1,,4105.0,33.0,56.0,56.0,15.0,,,,,,,,,1.0,,ijavascript,https://www.npmjs.com/package/ijavascript,4105.0,,,,,,,,,
49,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000,2022-01-27 05:13:36.000000,2021-10-03 10:13:29,266.0,201.0,580.0,1059.0,3017.0,2021-05-08 15:44:14,0.6.2,,1720.0,19.0,,,84.0,https://pypi.org/project/nbgrader,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383,104941.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
50,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19,161.0,67.0,144.0,787.0,1667.0,,,,10704.0,15.0,19.0,19.0,29.0,https://pypi.org/project/pythreejs,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,362517.0,,,,,2.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5451.0,,,,,,,,,
51,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,21,,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000,2022-01-15 06:45:20.000000,2021-03-31 14:20:34,36.0,17.0,245.0,539.0,1174.0,2020-12-10 14:31:28,0.3.7,,88661.0,28.0,,,11.0,,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,88661.0,,,,,,,,,
52,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,21,nbval,computationalmodelling/nbval,conda-forge/nbval,,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-01-05 15:51:17.000000,2022-01-05 15:51:17,39.0,34.0,61.0,370.0,446.0,,,,3113.0,8.0,1296.0,1296.0,29.0,https://pypi.org/project/nbval,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,180561.0,,,,,2.0,,,,,,,,,,,,,
53,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,21,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000,2021-12-02 15:51:29.961000,2021-12-02 13:02:55,73.0,25.0,113.0,269.0,1112.0,2021-12-02 13:04:26,0.28.2,21.0,7651.0,48.0,,,29.0,https://pypi.org/project/metakernel,https://anaconda.org/conda-forge/metakernel,2021-12-02 15:51:29.961,535102.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
54,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,20,facets-overview,pair-code/facets,,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,822.0,76.0,76.0,6766.0,264.0,2019-07-01 16:35:20,1.0.0,,,4.0,101.0,101.0,28.0,https://pypi.org/project/facets-overview,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,,
55,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,20,qgrid,quantopian/qgrid,conda-forge/qgrid,,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49,370.0,147.0,125.0,2808.0,405.0,2020-04-07 16:34:17,1.3.1,,7756.0,21.0,,,30.0,https://pypi.org/project/qgrid,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,330429.0,,,,,2.0,Apache-2.0,qgrid,https://www.npmjs.com/package/qgrid,873.0,,,,,,,,,
56,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,20,jupyter-book,executablebooks/jupyter-book,,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-02-02 17:13:54.000000,2022-01-31 17:10:58,417.0,391.0,604.0,2651.0,1322.0,2021-11-19 04:25:23,0.12.1,,,34.0,,,100.0,https://pypi.org/project/jupyter-book,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
57,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,appmode,oschuett/appmode,conda-forge/appmode,,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,65.0,3.0,49.0,386.0,96.0,2020-06-09 08:17:47,0.8.0,,2874.0,8.0,293.0,293.0,8.0,https://pypi.org/project/appmode,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,146588.0,,,,,1.0,MIT,,,,,,,,,,,,
58,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,20,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000,2022-01-31 22:56:47.000000,2022-01-31 22:56:47,296.0,28.0,185.0,329.0,,,,,576.0,12.0,247.0,247.0,104.0,https://pypi.org/project/oauthenticator,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273,19609.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
59,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,20,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000,2022-01-22 09:56:32.000000,2021-12-06 09:55:23,66.0,28.0,27.0,295.0,183.0,2021-12-06 09:34:12,0.6.1,12.0,20557.0,5.0,,,20.0,https://pypi.org/project/jupyter-resource-usage,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,472812.0,,,,,1.0,BSD-2-Clause,,,,,,,,,,,,
60,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,20,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59,30.0,28.0,20.0,201.0,209.0,,,,4681.0,8.0,420.0,420.0,9.0,https://pypi.org/project/ipywebrtc,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,231200.0,,,,,2.0,MIT,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,400.0,,,,,,,,,
61,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2021-12-15 22:55:15.000000,2021-10-16 10:59:33,305.0,153.0,1094.0,3767.0,2359.0,2021-06-02 09:44:54,2.16.3,,,90.0,,,88.0,,,,,,,,,3.0,MIT,,,,,,,,,,,,
62,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-01-17 13:34:34.000000,2022-01-17 13:34:34,217.0,124.0,113.0,2074.0,472.0,,,,3530.0,15.0,,,20.0,,https://anaconda.org/conda-forge/xeus-cling,2022-01-03 09:56:29.611,134141.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
63,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000,2022-01-25 23:36:15.685834,2022-01-25 19:26:17,772.0,12.0,269.0,2041.0,,2022-01-25 23:08:06,d471f720259244cbdb26178a5d2eeaf15ef8a23c9dccef1760b52c9b10feea21,,2346.0,59.0,,,144.0,,,,,https://hub.docker.com/r/kaggle/python,2022-01-25 23:36:15.685834,159.0,192374.0,3.0,Apache-2.0,,,,,,,,,,,,
64,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,,almond-sh/almond,,almondsh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000,2022-01-24 01:05:01.000000,2021-09-01 14:23:22,209.0,97.0,192.0,1419.0,989.0,,,1157.0,189.0,37.0,,,35.0,,,,,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,13462.0,2.0,BSD-3-Clause,,,,,,,,,,,,
65,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05,76.0,40.0,114.0,882.0,165.0,2021-04-10 11:39:23,3.0.7,,8174.0,6.0,3.0,3.0,17.0,,,,,,,,,2.0,BSD-3-Clause,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,8174.0,,,,,,,,,
66,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,19,jupyter-dash,plotly/jupyter-dash,,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16,173.0,35.0,15.0,674.0,119.0,2021-01-22 17:07:52,0.4.0,65.0,3.0,9.0,1184.0,1184.0,3.0,https://pypi.org/project/jupyter-dash,,,,,,,,2.0,MIT,,,,,-5.0,,,,,,,
67,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,witwidget,PAIR-code/what-if-tool,,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000,2022-01-14 02:13:30.000000,2022-01-05 20:19:46,124.0,52.0,47.0,635.0,328.0,2021-10-12 17:36:36,1.8.1,,3624.0,3.0,,,20.0,https://pypi.org/project/witwidget,,,,,,,,2.0,Apache-2.0,wit-widget,https://www.npmjs.com/package/wit-widget,3624.0,,,,,,,,,
68,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000,2022-01-22 02:09:55.000000,2021-06-29 12:29:51,57.0,39.0,25.0,517.0,101.0,,,,4714.0,,194.0,194.0,15.0,,,,,,,,,1.0,BSD-3-Clause,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,4714.0,,,,,,,,,
69,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,jupyterlab_latex,jupyterlab/jupyterlab-latex,,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-01-27 01:01:04.000000,2021-09-28 17:02:12,57.0,28.0,54.0,516.0,413.0,2021-09-15 15:34:35,3.1.0,,1864.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,,,,,,,,1.0,BSD-3-Clause,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1864.0,,,,,,,,,
70,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,19,jupyter_enterprise_gateway,jupyter/enterprise_gateway,,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000,2022-02-01 16:15:26.000000,2022-02-01 16:15:26,151.0,64.0,434.0,484.0,1123.0,2022-01-27 22:17:10,2.6.0,13200.0,253.0,29.0,,,88.0,https://pypi.org/project/jupyter_enterprise_gateway,,,,,,,,2.0,,,,,,,,,,,,,
71,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,19,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000,2021-12-17 06:28:54.000000,2021-11-27 18:36:06,266.0,13.0,235.0,409.0,,,,,260.0,4.0,113.0,113.0,62.0,https://pypi.org/project/dockerspawner,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,10169.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,,
72,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,jupyterlab-dash,plotly/jupyterlab-dash,,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,57.0,20.0,8.0,353.0,41.0,,,,11944.0,2.0,187.0,187.0,7.0,https://pypi.org/project/jupyterlab-dash,,,,,,,,1.0,MIT,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11944.0,,,,,,,,,
73,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,jupyterlab-github,jupyterlab/jupyterlab-github,,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000,2022-01-22 07:38:11.000000,2021-12-10 09:26:11,79.0,21.0,36.0,314.0,228.0,2021-11-27 17:02:34,3.0.1,,1567.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1567.0,,,,,,,,,
74,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,19,itables,mwouts/itables,,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000,2022-01-29 21:32:22.000000,2022-01-24 23:44:14,20.0,6.0,27.0,256.0,,2022-01-24 23:49:14,0.4.5,,3012.0,12.0,94.0,94.0,3.0,https://pypi.org/project/itables,,,,,,,,2.0,MIT,,,,3012.0,3.0,,,,,,,
75,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,19,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000,2022-01-26 15:32:47.000000,2022-01-26 15:32:47,39.0,35.0,118.0,242.0,207.0,2021-06-15 13:48:33,1.7.0,,2199.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646,68191.0,,,,,2.0,MIT,,,,,,,,,,,,
76,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000,2022-01-31 21:54:07.000000,2021-11-02 13:32:27,27.0,18.0,19.0,223.0,,2021-02-04 22:39:49,0.8.0,,9190.0,2.0,27.0,27.0,6.0,,,,,,,,,2.0,BSD-3-Clause,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,9190.0,,,,,,,,,
77,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,19,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000,2022-01-29 23:13:24.000000,2022-01-29 23:13:24,52.0,48.0,73.0,150.0,,,,,884.0,10.0,429.0,429.0,24.0,https://pypi.org/project/nbgitpuller,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657,28313.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
78,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,18,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000,2022-01-22 00:07:41.000000,2021-09-01 00:27:04,631.0,118.0,166.0,5000.0,587.0,2021-01-20 07:24:58,0.9.0,,,30.0,,,60.0,https://pypi.org/project/knowledge-repo,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,,
79,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,18,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000,2021-11-22 20:42:15.000000,2021-11-22 20:42:15,303.0,8.0,70.0,2424.0,,2021-07-13 22:12:59,0.13.2,,15170.0,4.0,,,10.0,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,21.0,500636.0,3.0,Apache-2.0,,,,,,,,,,,,
80,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51,371.0,95.0,682.0,2401.0,702.0,2021-02-24 00:04:46,1.23.2,,,41.0,,,100.0,,,,,,,,,2.0,MIT,,,,,,,,,,,,
81,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,18,,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000,2022-02-01 11:25:39.000000,2022-02-01 11:25:29,236.0,27.0,695.0,2325.0,2106.0,2015-03-26 05:06:25,0.6,,21.0,1.0,,,105.0,,,,,,,,,2.0,MIT,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,21.0,,,,,,,,,
82,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000,2022-01-26 09:13:04.000000,2022-01-26 09:13:03,299.0,170.0,443.0,2076.0,2601.0,,,,,1.0,6.0,6.0,82.0,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,binderhub,,,
83,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,18,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000,2022-02-02 17:07:32.000000,2022-02-01 08:07:09,275.0,139.0,316.0,1306.0,,2021-08-24 17:28:11,2021.08.0,,,10.0,137.0,137.0,104.0,https://pypi.org/project/jupyter-repo2docker,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
84,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,notedown,aaren/notedown,conda-forge/notedown,,https://github.com/aaren/notedown,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,92.0,39.0,29.0,786.0,264.0,,,,4012.0,1.0,157.0,157.0,7.0,https://pypi.org/project/notedown,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,32670.0,,,,,3.0,BSD-2-Clause,,,,3270.0,,,,,,,,
85,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,18,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000,2022-01-22 05:56:41.000000,2021-12-14 18:02:31,58.0,58.0,57.0,470.0,295.0,,,,4742.0,13.0,3.0,3.0,10.0,https://pypi.org/project/ipysheet,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,41526.0,,,,,3.0,MIT,ipysheet,https://www.npmjs.com/package/ipysheet,3620.0,,,,,,,,,
86,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000,2022-01-26 14:48:39.000000,2020-11-30 15:55:07,52.0,32.0,97.0,431.0,335.0,2020-09-05 22:35:32,2.3.0,,7906.0,11.0,,,14.0,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-11-15 18:27:32.236,537634.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,,
87,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,,lgpage/nbtutor,conda-forge/nbtutor,,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-01-22 05:41:18.000000,2021-07-29 16:32:39,36.0,19.0,13.0,395.0,177.0,2016-12-23 12:20:44,1.0.4,,1534.0,2.0,23.0,23.0,3.0,,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101,95109.0,,,,,3.0,,,,,,,,,,,,,
88,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000,2022-01-22 04:28:13.000000,2021-08-10 23:33:46,69.0,31.0,65.0,356.0,513.0,2018-02-05 18:54:22,0.11.1,,2000.0,12.0,2.0,2.0,15.0,,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2000.0,,,,,,,,,
